Ship Mode,Region,Origin_Factory,Distance_Miles,Units,Delivery_Time_Days
Standard Class,Gulf,Lot's O' Nuts,1892.1365185837271,2,7
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,5
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,2,6
Standard Class,Pacific,Lot's O' Nuts,62.24083704535776,2,6
Standard Class,Pacific,Lot's O' Nuts,394.97435771587914,2,6
Standard Class,Atlantic,Lot's O' Nuts,2078.6537691730177,5,6
Same Day,Atlantic,Lot's O' Nuts,2078.6537691730177,4,0
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,4,6
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,2,5
Standard Class,Atlantic,Lot's O' Nuts,2074.091779756445,4,7
First Class,Pacific,Wicked Choccy's,2147.2087400803284,6,1
Standard Class,Pacific,Wicked Choccy's,2181.0148400959233,11,6
Standard Class,Interior,Wicked Choccy's,790.6595869578506,1,6
Standard Class,Atlantic,Lot's O' Nuts,2078.6537691730177,5,6
Second Class,Pacific,Wicked Choccy's,2358.5047550682953,5,3
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,4,5
Standard Class,Pacific,Wicked Choccy's,2401.64471699006,14,6
Second Class,Pacific,Wicked Choccy's,2401.64471699006,2,3
Second Class,Interior,Wicked Choccy's,871.491412618307,5,3
Same Day,Interior,Wicked Choccy's,871.491412618307,4,0
Standard Class,Gulf,Lot's O' Nuts,1823.764877428669,5,6
Second Class,Pacific,Lot's O' Nuts,1161.1671330014183,3,3
First Class,Interior,Wicked Choccy's,722.955813229426,8,1
Standard Class,Atlantic,Secret Factory,809.0111968049365,10,7
Same Day,Interior,Lot's O' Nuts,976.3720918916192,2,0
Standard Class,Pacific,Wicked Choccy's,2401.64471699006,1,7
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,1,7
Second Class,Atlantic,Wicked Choccy's,981.9658789246068,6,4
First Class,Pacific,Wicked Choccy's,2401.64471699006,3,2
Standard Class,Gulf,Lot's O' Nuts,1321.4356151870913,1,6
Standard Class,Gulf,Wicked Choccy's,505.9108339380941,4,7
Same Day,Gulf,Wicked Choccy's,421.8271429955596,2,0
Standard Class,Pacific,Wicked Choccy's,2354.839579523309,1,7
Same Day,Gulf,Lot's O' Nuts,1950.2372472616503,1,0
Standard Class,Interior,Wicked Choccy's,768.5044899184401,3,5
Standard Class,Pacific,Lot's O' Nuts,688.8830311589684,2,5
Standard Class,Pacific,Wicked Choccy's,2399.7166796329857,6,7
Same Day,Gulf,Wicked Choccy's,421.8271429955596,2,0
Standard Class,Interior,Wicked Choccy's,768.5044899184401,2,7
Standard Class,Interior,Wicked Choccy's,889.1465405915397,4,7
Standard Class,Interior,Lot's O' Nuts,929.7247162626177,3,7
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,3,5
First Class,Interior,Lot's O' Nuts,875.8358763714116,2,2
Second Class,Atlantic,Wicked Choccy's,719.4714404454609,4,5
Second Class,Interior,Lot's O' Nuts,1456.7435840913759,3,3
Standard Class,Pacific,Wicked Choccy's,2149.8916730811757,14,7
Second Class,Interior,Wicked Choccy's,767.3939549308957,3,5
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,1,7
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,4,5
Standard Class,Interior,Lot's O' Nuts,1456.7435840913759,2,5
Standard Class,Pacific,Wicked Choccy's,2354.810683422382,1,6
Second Class,Pacific,Wicked Choccy's,2147.2087400803284,4,5
Standard Class,Pacific,Lot's O' Nuts,394.97435771587914,3,6
Second Class,Atlantic,Lot's O' Nuts,2144.332624357945,1,4
First Class,Pacific,Lot's O' Nuts,981.9658789246068,13,1
Second Class,Pacific,Lot's O' Nuts,387.99286355234057,4,3
Second Class,Interior,Lot's O' Nuts,836.0234218716704,4,4
Second Class,Interior,Wicked Choccy's,949.0099161972561,1,5
Standard Class,Atlantic,Lot's O' Nuts,2078.6537691730177,5,5
Standard Class,Atlantic,The Other Factory,951.3250086521565,1,7
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,3,7
Second Class,Interior,Lot's O' Nuts,1457.4325478617507,4,4
Standard Class,Pacific,The Other Factory,1614.174475598925,7,6
First Class,Pacific,Wicked Choccy's,2324.832329446283,5,2
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,3,6
First Class,Pacific,Lot's O' Nuts,549.6004409313298,1,1
Second Class,Pacific,Secret Factory,1708.3050533973683,13,3
Standard Class,Pacific,Wicked Choccy's,2401.64471699006,6,6
Second Class,Pacific,Lot's O' Nuts,691.0837284069044,2,3
Standard Class,Interior,Lot's O' Nuts,1452.2797128658538,2,6
Second Class,Pacific,Wicked Choccy's,2090.605947082451,2,5
Standard Class,Gulf,Wicked Choccy's,220.07455257094463,2,7
Second Class,Interior,Secret Factory,840.438118803178,1,5
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,3,6
First Class,Interior,Lot's O' Nuts,1456.7435840913759,2,1
Second Class,Atlantic,Lot's O' Nuts,2141.889502951955,3,3
Same Day,Pacific,Lot's O' Nuts,378.36278410044537,2,0
Standard Class,Pacific,Lot's O' Nuts,688.8830311589684,6,7
Standard Class,Interior,Wicked Choccy's,871.491412618307,11,7
Standard Class,Atlantic,Lot's O' Nuts,981.9658789246068,1,7
Standard Class,Atlantic,Wicked Choccy's,981.9658789246068,4,5
Second Class,Pacific,Lot's O' Nuts,387.99286355234057,2,4
Standard Class,Atlantic,Lot's O' Nuts,1982.5948613310302,3,5
Standard Class,Interior,Lot's O' Nuts,872.928444195716,1,6
First Class,Pacific,Lot's O' Nuts,691.0837284069044,8,2
Same Day,Atlantic,Wicked Choccy's,716.1677373489346,9,0
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,1,6
Standard Class,Pacific,Wicked Choccy's,2149.918618478605,1,7
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,2,6
Standard Class,Pacific,Wicked Choccy's,2149.918618478605,3,5
Standard Class,Pacific,Lot's O' Nuts,691.0837284069044,2,5
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,3,6
First Class,Atlantic,Wicked Choccy's,719.4714404454609,2,1
First Class,Atlantic,Lot's O' Nuts,981.9658789246068,5,1
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,1,5
Standard Class,Interior,Wicked Choccy's,874.8008207460541,2,7
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,5,6
Second Class,Pacific,Wicked Choccy's,2399.7166796329857,1,4
First Class,Interior,Lot's O' Nuts,831.7815923766899,2,1
First Class,Interior,Lot's O' Nuts,831.7815923766899,5,2
First Class,Interior,Lot's O' Nuts,981.9658789246068,4,2
First Class,Interior,Wicked Choccy's,974.863227578284,6,1
Standard Class,Pacific,Wicked Choccy's,2149.8916730811757,2,6
First Class,Pacific,Lot's O' Nuts,389.27048109890546,8,1
First Class,Pacific,Lot's O' Nuts,385.46609669761943,2,1
Second Class,Interior,Lot's O' Nuts,1456.7435840913759,3,4
First Class,Atlantic,Wicked Choccy's,719.4714404454609,13,2
First Class,Gulf,Wicked Choccy's,432.13184351200545,6,2
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,2,5
Standard Class,Interior,Lot's O' Nuts,1452.2797128658538,2,5
Standard Class,Pacific,Lot's O' Nuts,688.8830311589684,2,6
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,4,5
First Class,Pacific,Wicked Choccy's,2288.3427008363583,4,2
Second Class,Gulf,Lot's O' Nuts,1173.0027416512028,3,5
Standard Class,Gulf,Lot's O' Nuts,1813.319326082464,2,5
First Class,Pacific,Lot's O' Nuts,319.06007095999223,5,2
Standard Class,Atlantic,Wicked Choccy's,563.1603900563654,5,6
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,6,7
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,6,7
First Class,Interior,Secret Factory,127.18752520531099,4,2
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,1,5
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,8,6
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,2,7
Standard Class,Pacific,Wicked Choccy's,2149.918618478605,5,6
First Class,Pacific,Wicked Choccy's,2399.6650051013826,12,1
First Class,Pacific,Secret Factory,1608.0137565956386,2,1
First Class,Pacific,Lot's O' Nuts,1160.0360575936345,8,2
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,3,5
Standard Class,Pacific,Wicked Choccy's,2354.810683422382,3,7
First Class,Pacific,Lot's O' Nuts,1160.0360575936345,1,1
Standard Class,Pacific,Wicked Choccy's,2354.839579523309,2,7
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,2,6
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,1,5
Same Day,Pacific,Lot's O' Nuts,981.9658789246068,2,0
Standard Class,Pacific,Wicked Choccy's,2354.810683422382,1,7
Standard Class,Atlantic,Lot's O' Nuts,2132.690741639491,4,5
First Class,Pacific,Lot's O' Nuts,386.83003298734036,3,1
Standard Class,Atlantic,Lot's O' Nuts,981.9658789246068,2,6
First Class,Interior,Lot's O' Nuts,981.9658789246068,7,2
Second Class,Pacific,Lot's O' Nuts,328.1391709518719,1,3
Second Class,Pacific,Lot's O' Nuts,328.1391709518719,6,5
First Class,Interior,Lot's O' Nuts,1452.2797128658538,3,1
Second Class,Atlantic,Lot's O' Nuts,2080.3163308991593,1,5
Standard Class,Interior,Lot's O' Nuts,1696.8026779627803,4,7
Standard Class,Atlantic,Lot's O' Nuts,1666.867780072924,9,6
Same Day,Interior,Wicked Choccy's,768.5044899184401,2,0
Same Day,Interior,Wicked Choccy's,768.5044899184401,9,0
Standard Class,Pacific,Lot's O' Nuts,601.4970491477014,2,5
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,1,6
Standard Class,Pacific,Lot's O' Nuts,1161.621416898878,6,5
Standard Class,Interior,Wicked Choccy's,722.955813229426,2,5
Standard Class,Pacific,Lot's O' Nuts,563.6625501478095,2,5
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,3,6
First Class,Pacific,Wicked Choccy's,2354.810683422382,2,1
Standard Class,Interior,Wicked Choccy's,869.5019688496079,3,6
First Class,Atlantic,Lot's O' Nuts,2080.3163308991593,2,2
Same Day,Interior,Wicked Choccy's,721.7896136266195,5,0
Standard Class,Interior,Lot's O' Nuts,974.171375665286,3,7
Second Class,Atlantic,Lot's O' Nuts,981.9658789246068,4,5
Same Day,Pacific,Wicked Choccy's,2153.343062292087,3,0
Same Day,Atlantic,Lot's O' Nuts,2276.0896297909662,4,0
Standard Class,Interior,Lot's O' Nuts,819.3733458476584,2,5
Standard Class,Interior,Lot's O' Nuts,819.3733458476584,2,6
Standard Class,Interior,Wicked Choccy's,920.2494066294239,5,7
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,3,6
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,5,6
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,5,5
Standard Class,Pacific,Wicked Choccy's,2401.64471699006,4,7
First Class,Interior,Wicked Choccy's,871.491412618307,1,1
First Class,Atlantic,Lot's O' Nuts,2167.411698557517,4,1
First Class,Interior,Lot's O' Nuts,1696.8026779627803,3,1
Standard Class,Pacific,Lot's O' Nuts,50.697501597109934,14,7
Second Class,Atlantic,Lot's O' Nuts,2140.8841370533396,3,4
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,7,7
Second Class,Atlantic,Lot's O' Nuts,2079.993373016822,5,4
Standard Class,Interior,Lot's O' Nuts,1457.4325478617507,2,6
Standard Class,Interior,Wicked Choccy's,1089.3085926399992,8,6
Standard Class,Pacific,Wicked Choccy's,1780.029913540286,3,7
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,4,5
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,2,6
Same Day,Atlantic,Lot's O' Nuts,2079.993373016822,8,0
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,5,5
Second Class,Pacific,Wicked Choccy's,2149.918618478605,3,3
Second Class,Gulf,Lot's O' Nuts,1767.0056226844526,3,5
Second Class,Gulf,Lot's O' Nuts,1767.0056226844526,2,3
Second Class,Pacific,Lot's O' Nuts,386.83003298734036,2,3
Second Class,Pacific,Lot's O' Nuts,1161.621416898878,3,5
Second Class,Pacific,Lot's O' Nuts,1161.621416898878,8,4
Standard Class,Interior,Lot's O' Nuts,1452.2797128658538,2,5
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,5,7
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,2,5
Standard Class,Pacific,Wicked Choccy's,2149.8916730811757,3,5
Second Class,Pacific,Wicked Choccy's,2149.918618478605,5,4
Standard Class,Interior,Lot's O' Nuts,1452.2797128658538,2,5
Standard Class,Atlantic,Wicked Choccy's,642.6091033973505,2,7
First Class,Interior,Wicked Choccy's,576.463935715736,6,2
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,4,3
Standard Class,Atlantic,The Other Factory,955.7890449204729,2,6
First Class,Interior,Lot's O' Nuts,1563.6693745109749,2,2
First Class,Interior,Wicked Choccy's,576.463935715736,6,2
Second Class,Pacific,Wicked Choccy's,2153.343062292087,3,5
Second Class,Atlantic,Wicked Choccy's,719.4714404454609,7,4
First Class,Atlantic,Wicked Choccy's,624.6257367541203,2,2
Standard Class,Pacific,Wicked Choccy's,2090.605947082451,2,5
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,1,6
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,10,7
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,2,6
Second Class,Interior,Lot's O' Nuts,1457.4325478617507,3,4
Standard Class,Gulf,Lot's O' Nuts,1964.5659306490747,2,6
Standard Class,Pacific,Secret Factory,1609.9340856478125,3,7
First Class,Pacific,Lot's O' Nuts,1160.0360575936345,3,2
Second Class,Atlantic,Wicked Choccy's,719.4714404454609,2,4
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,6,6
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,2,5
Second Class,Pacific,Lot's O' Nuts,378.36278410044537,6,5
Standard Class,Pacific,Secret Factory,1291.7590623289584,8,6
Second Class,Atlantic,Lot's O' Nuts,2074.091779756445,4,5
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,2,6
First Class,Pacific,Wicked Choccy's,2139.912332310119,8,2
Standard Class,Interior,Lot's O' Nuts,1624.15809266587,12,6
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,6,4
First Class,Interior,Wicked Choccy's,874.8008207460541,5,2
Standard Class,Interior,Lot's O' Nuts,974.171375665286,3,5
Standard Class,Atlantic,Wicked Choccy's,534.7901065128382,1,5
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,3,5
Standard Class,Interior,Wicked Choccy's,869.5019688496079,6,7
First Class,Pacific,Wicked Choccy's,2149.918618478605,3,1
First Class,Pacific,Wicked Choccy's,2139.912332310119,3,1
Second Class,Atlantic,Wicked Choccy's,634.3251241137547,2,5
Second Class,Pacific,Secret Factory,1293.3821179511528,2,4
Second Class,Pacific,Wicked Choccy's,2153.343062292087,3,4
Second Class,Pacific,Lot's O' Nuts,389.27048109890546,2,4
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,2,5
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,9,5
Second Class,Pacific,Lot's O' Nuts,55.52913704692538,4,3
Second Class,Atlantic,Wicked Choccy's,802.941559915956,8,5
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,3,6
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,4,5
Standard Class,Interior,Lot's O' Nuts,773.5730592053196,5,7
Second Class,Atlantic,Lot's O' Nuts,981.9658789246068,3,5
Second Class,Pacific,Lot's O' Nuts,378.36278410044537,1,4
Standard Class,Interior,Lot's O' Nuts,1353.06519271078,1,5
First Class,Interior,Lot's O' Nuts,1680.4191726819352,4,2
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,1,5
First Class,Atlantic,Wicked Choccy's,715.9906920347423,9,1
Standard Class,Interior,Wicked Choccy's,692.8271460948831,2,6
Same Day,Pacific,Lot's O' Nuts,318.25023703183496,1,0
Second Class,Pacific,Lot's O' Nuts,378.36278410044537,2,3
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,4,6
Second Class,Pacific,Lot's O' Nuts,385.46609669761943,3,4
Second Class,Interior,Wicked Choccy's,723.6154536513862,3,4
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,5,7
Second Class,Atlantic,Lot's O' Nuts,2078.6537691730177,2,3
Standard Class,Interior,Secret Factory,840.438118803178,4,5
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,11,6
Second Class,Pacific,Lot's O' Nuts,523.4439513327604,1,4
Second Class,Interior,Wicked Choccy's,767.3939549308957,6,3
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,3,6
Standard Class,Gulf,Wicked Choccy's,432.13184351200545,5,5
First Class,Atlantic,Lot's O' Nuts,2080.3163308991593,3,1
First Class,Gulf,Wicked Choccy's,316.6024676738875,6,2
Standard Class,Interior,Secret Factory,149.73496189039955,4,5
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,3,4
Standard Class,Interior,Lot's O' Nuts,1256.655439835352,2,5
Standard Class,Interior,Wicked Choccy's,767.3939549308957,4,5
Second Class,Atlantic,Wicked Choccy's,797.3929022742137,2,4
Standard Class,Interior,Lot's O' Nuts,841.5881738391266,1,7
Same Day,Gulf,Lot's O' Nuts,1570.0261120515966,5,0
Standard Class,Pacific,Lot's O' Nuts,394.97435771587914,4,5
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,7,5
Same Day,Atlantic,Lot's O' Nuts,2142.2345958934734,4,0
Second Class,Pacific,Sugar Shack,1500.174067471873,3,3
Second Class,Interior,Sugar Shack,1054.3527755332213,3,5
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,7,7
First Class,Pacific,Wicked Choccy's,2149.8916730811757,2,2
Same Day,Interior,Lot's O' Nuts,1452.2797128658538,3,0
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,4
Standard Class,Interior,Wicked Choccy's,768.5044899184401,1,7
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,6,6
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,1,6
Standard Class,Interior,Wicked Choccy's,911.1149316980324,6,7
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,3,6
Standard Class,Atlantic,Lot's O' Nuts,2078.6537691730177,4,7
Second Class,Pacific,Lot's O' Nuts,1091.5034915032143,2,4
Standard Class,Pacific,Sugar Shack,1440.0460680844837,4,7
Second Class,Pacific,Wicked Choccy's,2147.2087400803284,1,5
First Class,Pacific,Lot's O' Nuts,297.1261805250735,1,2
First Class,Pacific,Wicked Choccy's,2354.839579523309,4,2
Second Class,Atlantic,Wicked Choccy's,640.4214007710173,2,3
Standard Class,Pacific,Lot's O' Nuts,1161.1671330014183,11,6
Standard Class,Atlantic,Lot's O' Nuts,1995.5725570877548,2,7
Standard Class,Atlantic,Wicked Choccy's,559.6206133042095,5,5
First Class,Pacific,Wicked Choccy's,2354.839579523309,3,2
Second Class,Pacific,Lot's O' Nuts,394.97435771587914,2,4
Standard Class,Pacific,Lot's O' Nuts,55.52913704692538,1,6
Second Class,Interior,Lot's O' Nuts,1452.2797128658538,1,3
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,2,7
Standard Class,Pacific,Wicked Choccy's,2401.64471699006,5,6
Standard Class,Interior,Lot's O' Nuts,981.9658789246068,1,6
Second Class,Pacific,Wicked Choccy's,2149.8916730811757,2,4
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,4,6
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,3,6
Second Class,Pacific,Lot's O' Nuts,387.99286355234057,13,5
First Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,2
Second Class,Atlantic,Lot's O' Nuts,2141.889502951955,5,5
Standard Class,Pacific,Wicked Choccy's,2149.918618478605,1,6
Standard Class,Interior,Lot's O' Nuts,981.9658789246068,2,5
Second Class,Pacific,Wicked Choccy's,2401.64471699006,3,5
Standard Class,Interior,Wicked Choccy's,869.5019688496079,1,5
Standard Class,Interior,Lot's O' Nuts,981.9658789246068,1,7
Same Day,Pacific,Lot's O' Nuts,1160.0360575936345,9,0
Second Class,Pacific,Lot's O' Nuts,1161.621416898878,2,4
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,3,7
Standard Class,Atlantic,Wicked Choccy's,868.5461817091339,2,6
First Class,Atlantic,Lot's O' Nuts,2141.889502951955,4,1
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,2,6
First Class,Atlantic,Wicked Choccy's,719.4714404454609,1,2
Standard Class,Pacific,Secret Factory,1577.303425740486,2,6
First Class,Pacific,Lot's O' Nuts,687.4765257830043,1,2
Standard Class,Interior,Lot's O' Nuts,1457.4325478617507,3,6
Second Class,Gulf,Lot's O' Nuts,1964.5659306490747,5,3
Standard Class,Atlantic,Secret Factory,814.2917955347943,4,6
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,1,5
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,7,5
Standard Class,Atlantic,Lot's O' Nuts,2080.3163308991593,2,6
Second Class,Gulf,Wicked Choccy's,509.12373298194024,1,3
Second Class,Gulf,Lot's O' Nuts,1964.5659306490747,4,5
Standard Class,Atlantic,Lot's O' Nuts,2205.801701747109,4,6
Second Class,Interior,Lot's O' Nuts,862.4839307763359,1,3
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,2,6
Second Class,Atlantic,Lot's O' Nuts,981.9658789246068,6,4
Same Day,Atlantic,Lot's O' Nuts,2140.8841370533396,2,0
First Class,Atlantic,Wicked Choccy's,981.9658789246068,2,2
Standard Class,Pacific,Wicked Choccy's,2149.8916730811757,2,5
Standard Class,Interior,Wicked Choccy's,871.8307495621052,1,7
Second Class,Atlantic,Lot's O' Nuts,2141.889502951955,2,5
Standard Class,Pacific,Wicked Choccy's,2149.8916730811757,2,5
Standard Class,Interior,Wicked Choccy's,926.166100740373,1,6
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,2,5
Second Class,Gulf,Lot's O' Nuts,1827.23797402623,8,3
